created_at,text
Sun May 06 23:26:30 +0000 2018,RT @HornyAlex66: I’m a thirsty #jailbait slut. Give me some cum to drink daddy! #cumslut #cumdumpster #slut #horny #underage #jailbait http…
Tue May 08 01:46:31 +0000 2018,RT @jailbaited: I’m crying. What is this https://t.co/pPwZeMed3F
Thu May 03 21:23:48 +0000 2018,My cum on those jailbait lips 😛😍 https://t.co/6FFJ6bBczJ
Mon May 07 02:49:07 +0000 2018,RT @jailbaited: I’m crying. What is this https://t.co/pPwZeMed3F
Wed May 02 15:32:06 +0000 2018,No teen or jailbait interests on twitter? Looking for a giel to kik snap or sext with..
Sun May 06 14:46:15 +0000 2018,Anyone want to #cuntribute their sister cousin daughter dm me i love #jailbait
Sun May 06 23:39:44 +0000 2018,"Follow me baby

#dropboxnudes #dropboxtrade #jailbait #nudes #pussy #ass #tits"
Mon May 07 22:00:29 +0000 2018,"@jailbaited you aren't ugly at all, also nice keemstar 👌 https://t.co/9raylMEKkJ"
Mon May 07 00:07:57 +0000 2018,***Jailbait YoungLeo [21] killed Taliban Hyprghost92 [1] with Lord Rank Sword
Fri May 04 07:48:03 +0000 2018,girls who think they look forever 13 n promote it bitch get away from ME JAILBAIT
Thu May 03 14:23:06 +0000 2018,"RT @celestedanaee: Getting called jailbait is getting old , my birthday needs to hurry 😂"
Sat May 05 18:23:28 +0000 2018,Daddy is ready to cum. DM me a pic  and I might cum on you #cumtribute #jailbait #horny #wank #cum
Fri May 04 19:52:08 +0000 2018,RT @daddysIiIsIutt: who wants to come play and watch me touch myself? #jailbait #sixteen https://t.co/RnoPytyYx9
Fri May 04 23:10:14 +0000 2018,RT @alyssa2018x: RETWEET this and FOLLOW me for a chance to see me with the bra off ;) 😈#nudes #jailbait #isellnudes #isendnudes #teen #you…
Mon May 07 01:53:38 +0000 2018,"indian xxx interracial wife jailbait hot sluts passionate sex 
 https://t.co/uUblDoiDjR"
Mon May 07 19:25:53 +0000 2018,RT @cumbabyevyy: Retweet if I’m sexy #cumtribute #cockslap #cumslut #snowbunny #jailbait https://t.co/JD9walWzc4
Mon May 07 10:42:53 +0000 2018,Jailbait Twink Joey Mills Takes Big Dick Helix Jock Raw https://t.co/27lCQWmZ2Z
