created_at,text
Wed Jan 01 02:40:34 +0000 2014,changjo lookin rly fine for jailbait
Wed Jan 01 05:50:15 +0000 2014,RT @TeenAshleyXXX: #teen #barelylegal #pussy #jailbait #boobs #sex #porn #nsfw #erotic #xxx #nude http://t.co/fE96buYUSL http://t.co/JoDa3q…
Wed Jan 01 05:08:00 +0000 2014,"RT @SisterTrinity: Men who use ""jailbait"" in all seriousness are rapists."
Tue Dec 31 12:31:44 +0000 2013,RT @TeenAshleyXXX: #teen #barelylegal #pussy #jailbait #boobs #sex #porn #nsfw #erotic #xxx #nude http://t.co/I1u3WS8K64 http://t.co/4bPkiO…
Wed Jan 01 03:36:11 +0000 2014,why is he sitting with the jailbait anyway because i'm about 90% positive that's him with that ridiculous rocker hair
Tue Dec 31 18:16:29 +0000 2013,#MCDAVID #JAILBAIT
Tue Dec 31 15:59:41 +0000 2013,"knew id lose a follower for that one, she jailbait anyway."
Mon Dec 09 23:22:28 +0000 2013,Ahh poor Juice.. I actually can't watch #SonsOfAnarchy #jailbait
Tue Dec 10 05:49:16 +0000 2013,RT @kxylan: @Huntermoore I got fingered and made out with a 21 year old and he knew I was only 14. #sluttyconfessions #jailbait
Tue Dec 10 05:28:29 +0000 2013,RT @LowLifeErik: Kik Convo is full of jailbait
Tue Dec 10 04:32:02 +0000 2013,"@DougHutchison marries jailbait, everybody hates him, hunky @RealPaulWalker dates underage girl and is stud. #doublestandard #fucked"
Mon Dec 09 09:41:44 +0000 2013,maisieleat jailbait slayer #Louis #jailbait http://t.co/PqgXjvB8xJ
Tue Dec 10 00:25:27 +0000 2013,Jailbait!!! Just so everyone knows I'm still jailbait! Don't touch me!
Tue Dec 10 03:37:25 +0000 2013,"@ChloeGMoretz ok, you've made me actually come to understand the term ""jailbait"" u are so beautiful!!! :D I hope to see u in more films! &lt;3"
Mon Dec 09 18:15:51 +0000 2013,"If you're 18 and your boyfriend is 32, YOU ARE JAILBAIT"
Mon Dec 09 20:54:28 +0000 2013,@tommy_cook1 Jailbait please
Tue Dec 17 02:06:02 +0000 2013,Sm rookies more like sm jailbait
Tue Dec 17 05:50:10 +0000 2013,@MireyaBravo15 that's some jailbait shit you really want me to get locked up 😒💥🔫
