created_at,text
Sun Feb 14 21:01:59 +0000 2016,"RT @MDelhome: Jailbait hot, strip and tease #jb #jailbait https://t.co/3XZ9eumYUd"
Sat Feb 06 11:31:59 +0000 2016,"RT @MDelhome: Jailbait hot, strip and tease #jb #jailbait https://t.co/3XZ9eumYUd"
Tue Feb 23 11:31:06 +0000 2016,RT @Teens2Hot: Jailbait Teen Girl - https://t.co/Tqz8TuoQAT | #Jailbait #TeenPorn #TinyTits #PetiteTeens #YoungPorn #TinyTeens https://t.co…
Wed Feb 17 21:12:33 +0000 2016,@JasonEllisShow @EllisMate 'Jailbait' or is that too easy
Sat Feb 06 02:54:18 +0000 2016,"They fuck it right up, jailbait cunts"
Tue Feb 16 12:28:20 +0000 2016,i was v disappoint. :C #JailBait #RicaTweetsAboutBoysFromWork
Sun Feb 07 18:10:22 +0000 2016,hello #jailbait https://t.co/zisnQ9RoNB
Mon Feb 15 09:48:33 +0000 2016,The jailbait is real  https://t.co/OHbZglR6gO
Tue Feb 02 06:05:14 +0000 2016,OMG jailbait https://t.co/uApZoQ0ylO
Thu Feb 04 03:04:11 +0000 2016,"@bakedbeansbro jailbait,still swiped right Tho 😈"
Sun Feb 07 03:51:27 +0000 2016,If you support the current government / administration you should be ashamed of yourself. They should be jailbait. #13Hours
Mon Feb 15 15:16:56 +0000 2016,wow… just wow #jailbait https://t.co/PL9m5W0egi
Wed Feb 24 09:21:02 +0000 2016,RT @salopefolle: so cute #jailbait https://t.co/oLikl2ALU2
Fri Feb 26 05:07:06 +0000 2016,RT @SlangingCum: Smile #jailbait https://t.co/vpHLaRZ3h5
Fri Feb 26 06:10:38 +0000 2016,Nice #fuckdoll? #jailbait RT https://t.co/11q3jPN2hO
Fri Feb 19 03:25:10 +0000 2016,RT @Its_Geminii: Stay out of jail you JailBait https://t.co/rauHn5Z0k2
Tue Feb 02 10:54:37 +0000 2016,RT @loverofsmut: Tidy little #jailbait http://t.co/6vOVYQ96jM
Wed Feb 03 10:22:07 +0000 2016,RT @loverofsmut: Tidy little #jailbait http://t.co/6vOVYQ96jM
Wed Feb 24 12:24:01 +0000 2016,Send this shit to #Adam #Johnson not me #jailbait https://t.co/AiN7X1iuhM
Tue Feb 02 12:56:40 +0000 2016,RT @TO10DD: Damn....#teen #nude #jailbait https://t.co/gW3dHr0I5E
