created_at,text
Thu Aug 09 02:52:33 +0000 2012,#NakedBaby.  @jessicatrailer http://t.co/51jSD67T
Fri Aug 10 04:04:23 +0000 2012,Basically my nephew is the cutest thing alive. #nakedbaby #lovehim http://t.co/glL8ELqK
Tue Aug 14 21:52:06 +0000 2012,My entire #family just busted out into a #danceparty... Including 2 #nakedbabies #werecool #whereimfrom #wow #hometown #nofilter
Sat Aug 04 02:11:17 +0000 2012,i swear the only good thing about nascar races is people watching #nakedbaby #mtdew #muffintopcentral http://t.co/LC9zvjO8
