created_at,text
Sat Sep 22 08:31:56 +0000 2012,Make your self at home.. In MY bed.. #spoilt #niece #nakedbabies http://t.co/N6aSkSFL
Thu Sep 27 17:44:44 +0000 2012,#tbt #nakedbaby ridin 'round &amp;gettin it.😎 lol  http://t.co/crlHwqrX
Mon Sep 17 18:16:11 +0000 2012,Hahahahah my mom dedicated a whole page of my allergic reaction to the cat #NakedBaby http://t.co/qbjcPCie
